# timestamps [seconds],pts
151224.114969,24717380
151224.252414,24726388
151224.370968,24734157
151224.510613,24743309
151224.639561,24751759
151224.755201,24759338
151224.896151,24768575
151225.037979,24777870
151225.170194,24786534
151225.274009,24793338
151225.378522,24800187
151225.480914,24806897
151225.618918,24815942
151225.772516,24826008
151225.904206,24834638
151226.072350,24845657
151226.171490,24852154
151226.304557,24860875
151226.430742,24869144
151226.572255,24878418
151226.690376,24886160
151226.797288,24893166
151226.911627,24900659
151227.098922,24912934
151227.260783,24923541
151227.371540,24930800
151227.480077,24937913
151227.632141,24947878
151227.793330,24958442
151227.920103,24966750
151228.019530,24973266
151228.111892,24979319
151228.229666,24987037
151228.345935,24994657
151228.466669,25002569
151228.610350,25011985
151228.726163,25019575
151228.834015,25026643
151228.960285,25034918
151229.083562,25042997
151229.194664,25050278
151229.283090,25056073
151229.421677,25065155
151229.539569,25072881
151229.647299,25079941
151229.792476,25089456
151229.945421,25099479
151230.095596,25109321
151230.211441,25116913
151230.375634,25127673
151230.587307,25141545
151230.759774,25152848
151230.906446,25162460
151231.064709,25172831
151231.229128,25183607
151231.355053,25191859
151231.550259,25204652
151231.732276,25216580
151231.894356,25227202
151232.048281,25237290
151232.201901,25247357
151232.336911,25256205
151232.451603,25263722
151232.623535,25274989
151232.851493,25289928
151232.990338,25299028
151233.137873,25308696
151233.289755,25318650
151233.507667,25332931
151233.666791,25343359
151233.800202,25352102
151233.965094,25362908
151234.157489,25375517
151234.303144,25385062
151234.447841,25394545
151234.671860,25409226
151234.819966,25418932
151234.968430,25428662
151235.232139,25445944
151235.516950,25464609
151235.764039,25480802
151235.946286,25492746
151236.117035,25503936
151236.430881,25524504
151236.605669,25535958
151236.793962,25548298
151236.952612,25558695
151237.067083,25566197
151237.186430,25574018
151237.365983,25585785
151237.562493,25598664
151237.704043,25607940
151237.805008,25614557
151237.920186,25622105
151238.033718,25629545
151238.213827,25641349
151238.378501,25652141
151238.549999,25663380
151238.755775,25676865
151238.907944,25686838
151239.082241,25698260
151239.218268,25707175
151239.340192,25715165
151239.475381,25724025
151239.725124,25740392
151240.115507,25765976
151240.263000,25775641
151240.422530,25786096
151240.574078,25796028
151240.730362,25806270
151240.894445,25817023
151241.054109,25827487
151241.239699,25839649
151241.408011,25850680
151241.595406,25862961
151241.779462,25875023
151241.934928,25885211
151242.129974,25897994
151242.288557,25908386
151242.429709,25917637
151242.601697,25928908
151242.733275,25937531
151242.865175,25946175
151243.007893,25955528
151243.180899,25966866
151243.303052,25974871
151243.414761,25982192
151243.539381,25990359
151243.706592,26001317
151243.857365,26011198
151244.001264,26020629
151244.151156,26030452
151244.349569,26043455
151244.567675,26057748
151244.714861,26067394
151244.824231,26074562
151244.950519,26082838
151245.116837,26093738
151245.280986,26104495
151245.420248,26113622
151245.598643,26125313
151245.759420,26135849
151245.951915,26148465
151246.091765,26157630
151246.229158,26166634
151246.369174,26175810
151246.498667,26184296
151246.660182,26194881
151246.828255,26205895
151246.966612,26214963
151247.114731,26224670
151247.252087,26233671
151247.371449,26241494
151247.485448,26248965
151247.591777,26255933
151247.711981,26263810
151247.887585,26275319
151248.039131,26285250
151248.160540,26293207
151248.277440,26300868
151248.411906,26309680
151248.590312,26321372
151248.709236,26329166
151248.876233,26340110
151249.060503,26352186
151249.224180,26362912
151249.409694,26375070
151249.549395,26384225
151249.684564,26393084
151249.817785,26401814
151249.956653,26410915
151250.142541,26423097
151250.290169,26432772
151250.420839,26441335
151250.571935,26451238
151250.754403,26463196
151250.885447,26471784
151251.017197,26480418
151251.156958,26489577
151251.369884,26503531
151251.533197,26514234
151251.712069,26525956
151251.853978,26535256
151252.019976,26546135
151252.226485,26559668
151252.404944,26571364
151252.614993,26585129
151252.769118,26595230
151252.900599,26603847
151253.012556,26611184
151253.142280,26619685
151253.282825,26628896
151253.438488,26639097
151253.676168,26654673
151253.838695,26665325
151253.969721,26673911
151254.106831,26682897
151254.204762,26689315
151254.300530,26695591
151254.406475,26702534
151254.532214,26710774
151254.736355,26724153
151254.910901,26735592
151255.047965,26744574
151255.197495,26754374
151255.370425,26765707
151255.493194,26773752
151255.607123,26781219
151255.730566,26789308
151255.947038,26803495
151256.101882,26813643
151256.256644,26823785
151256.407179,26833650
151256.540752,26842404
151256.736051,26855203
151256.872365,26864136
151256.992609,26872016
151257.119621,26880340
151257.250324,26888906
151257.422865,26900213
151257.652821,26915283
151257.842110,26927688
151258.027589,26939844
151258.213312,26952015
151258.353857,26961226
151258.483061,26969693
151258.626225,26979075
151258.765911,26988230
151258.903337,26997236
151259.049068,27006786
151259.234629,27018947
151259.421860,27031217
151259.610180,27043559
151259.756860,27053172
151259.917895,27063725
151260.071710,27073805
151260.274923,27087123
151260.450791,27098648
151260.617791,27109593
151260.795739,27121255
151261.046025,27137657
151261.183445,27146663
151261.305110,27154636
151261.416108,27161910
151261.582419,27172810
151261.799965,27187066
151261.995458,27199878
151262.141864,27209473
151262.266850,27217664
151262.403316,27226607
151262.534884,27235229
151262.686729,27245181
151262.820233,27253930
151262.981435,27264494
151263.120504,27273608
151263.257891,27282612
151263.365301,27289651
151263.492480,27297985
151263.661733,27309077
151263.803140,27318345
151263.919285,27325956
151264.033035,27333411
151264.136338,27340181
151264.248853,27347554
151264.369840,27355483
151264.503215,27364224
151264.626160,27372281
151264.736631,27379521
151264.857330,27387431
151264.963537,27394391
151265.070516,27401402
151265.196645,27409668
151265.327978,27418275
151265.445907,27426003
151265.556101,27433225
151265.675706,27441063
151265.791102,27448626
151265.943958,27458643
151266.079536,27467528
151266.267515,27479847
151266.427955,27490362
151266.560567,27499053
151266.688349,27507427
151266.817553,27515894
151266.943358,27524139
151267.071673,27532548
151267.203087,27541160
151267.346502,27550559
151267.468760,27558571
151267.622293,27568633
151267.764771,27577970
151267.859701,27584191
151267.961765,27590880
151268.064774,27597631
151268.163731,27604116
151268.264210,27610701
151268.362335,27617131
151268.529247,27628070
151268.728158,27641106
151268.848737,27649008
151268.946763,27655432
151269.056933,27662652
151269.194439,27671663
151269.306700,27679020
151269.421855,27686567
151269.547244,27694784
151269.758298,27708616
151269.955424,27721534
151270.112548,27731832
151270.208622,27738128
151270.336229,27746491
151270.449627,27753922
151270.592367,27763277
151270.683467,27769247
151270.772740,27775097
151270.898759,27783356
151271.012445,27790806
151271.170713,27801178
151271.329180,27811564
151271.462092,27820274
151271.581070,27828071
151271.733205,27838041
151271.899264,27848924
151272.045913,27858535
151272.178370,27867215
151272.280388,27873901
151272.397467,27881574
151272.506363,27888710
151272.639056,27897406
151272.794687,27907606
151272.911029,27915230
151273.058378,27924887
151273.278338,27939302
151273.433338,27949460
151273.541995,27956580
151273.651358,27963747
151273.761058,27970937
151273.888589,27979294
151274.018129,27987784
151274.158305,27996970
151274.311933,28007038
151274.499266,28019315
151274.656121,28029595
151274.786277,28038124
151274.873660,28043851
151274.972786,28050347
151275.072195,28056862
151275.187905,28064445
151275.355129,28075404
151275.569481,28089452
151275.699040,28097942
151275.810458,28105244
151275.942066,28113869
151276.085421,28123264
151276.199376,28130732
151276.317307,28138460
151276.444671,28146807
151276.632955,28159146
151276.815309,28171097
151276.946913,28179722
151277.078316,28188333
151277.221288,28197703
151277.394416,28209049
151277.559612,28219875
151277.674515,28227405
151277.780729,28234366
151277.886053,28241268
151278.009257,28249342
151278.143019,28258109
151278.300005,28268397
151278.430085,28276921
151278.572457,28286252
151278.725736,28296297
151278.925843,28309411
151279.021757,28315697
151279.116054,28321876
151279.226954,28329144
151279.382799,28339357
151279.534652,28349309
151279.674309,28358462
151279.785378,28365740
151279.920010,28374564
151280.110977,28387079
151280.251191,28396268
151280.355828,28403125
151280.449692,28409276
151280.556036,28416246
151280.666089,28423458
151280.795266,28431924
151280.958127,28442597
151281.108578,28452456
151281.237596,28460912
151281.402559,28471722
151281.528613,28479983
151281.617456,28485806
151281.708294,28491759
151281.806915,28498222
151281.911473,28505074
151282.011418,28511624
151282.150325,28520727
151282.302518,28530701
151282.472493,28541841
151282.579890,28548879
151282.726891,28558513
151282.881823,28568666
151282.987947,28575621
151283.096033,28582704
151283.182379,28588363
151283.286904,28595213
151283.415758,28603657
151283.572515,28613931
151283.716544,28623369
151283.856809,28632562
151283.980394,28640661
151284.107230,28648973
151284.228569,28656925
151284.306620,28662040
151284.391135,28667579
151284.495971,28674449
151284.650378,28684568
151284.758721,28691669
151284.902667,28701102
151285.033562,28709680
151285.176171,28719026
151285.303446,28727367
151285.447396,28736801
151285.600704,28746848
151285.740246,28755993
151285.868179,28764377
151285.984308,28771987
151286.089262,28778866
151286.210073,28786783
151286.360484,28796640
151286.504506,28806079
151286.627741,28814155
151286.787422,28824619
151287.006962,28839007
151287.139366,28847684
151287.244450,28854571
151287.358711,28862059
151287.457021,28868502
151287.575763,28876283
151287.711353,28885169
151287.833056,28893145
151287.985509,28903136
151288.119800,28911937
151288.261921,28921251
151288.405006,28930628
151288.520797,28938216
151288.634621,28945676
151288.741839,28952702
151288.834938,28958803
151288.933810,28965283
151289.067744,28974060
151289.258556,28986565
151289.410648,28996533
151289.540476,29005041
151289.672642,29013702
151289.766550,29019857
151289.846437,29025092
151289.928255,29030454
151290.028475,29037022
151290.180515,29046986
151290.356469,29058517
151290.518758,29069153
151290.686785,29080164
151290.845858,29090589
151291.004701,29100999
151291.134960,29109535
151291.265526,29118092
151291.388531,29126153
151291.545406,29136434
151291.666537,29144372
151291.799225,29153068
151291.935170,29161977
151292.039261,29168799
151292.140308,29175421
151292.300428,29185914
151292.474493,29197322
151292.651012,29208890
151292.824443,29220256
151292.947210,29228301
151293.070512,29236382
151293.206519,29245295
151293.385538,29257027
151293.517783,29265694
151293.664458,29275306
151293.840658,29286853
151293.962333,29294827
151294.067566,29301724
151294.172232,29308583
151294.271662,29315099
151294.404445,29323801
151294.547307,29333164
151294.673030,29341403
151294.794367,29349355
151294.927660,29358090
151295.029739,29364780
151295.146694,29372444
151295.251545,29379316
151295.347192,29385584
151295.464250,29393255
151295.581852,29400962
151295.667843,29406598
151295.768301,29413181
151295.917332,29422948
151296.069897,29432946
151296.186657,29440598
151296.285313,29447064
151296.424414,29456180
151296.566326,29465480
151296.683884,29473184
151296.802477,29480956
151296.907473,29487837
151297.024609,29495514
151297.170768,29505092
151297.295932,29513295
151297.472354,29524856
151297.638775,29535763
151297.777614,29544862
151297.903443,29553108
151298.008491,29559992
151298.117283,29567122
151298.253443,29576045
151298.380616,29584379
151298.509431,29592821
151298.634229,29601000
151298.745564,29608296
151298.846649,29614921
151298.957199,29622166
151299.063493,29629132
151299.183282,29636982
151299.320550,29645978
151299.479104,29656369
151299.617437,29665434
151299.733686,29673053
151299.818702,29678624
151299.930373,29685943
151300.051994,29693913
151300.214043,29704533
151300.374247,29715032
151300.626724,29731578
151300.775561,29741332
151300.900030,29749489
151301.019842,29757341
151301.138695,29765130
151301.264714,29773389
151301.411573,29783013
151301.605171,29795701
151301.815046,29809455
151302.018706,29822802
151302.153526,29831637
151302.269236,29839220
151302.384993,29846806
151302.486228,29853441
151302.613550,29861785
151302.816408,29875079
151303.002213,29887256
151303.172594,29898422
151303.326740,29908524
151303.447411,29916432
151303.585918,29925509
151303.700353,29933008
151303.819996,29940849
151303.943529,29948945
151304.095802,29958924
151304.239904,29968368
151304.383670,29977790
151304.578191,29990537
151304.732614,30000658
151304.846909,30008148
151304.954266,30015184
151305.076755,30023211
151305.234346,30033539
151305.344302,30040745
151305.453903,30047927
151305.614239,30058435
151305.762700,30068164
151305.898328,30077053
151306.031469,30085778
151306.172305,30095008
151306.314801,30104346
151306.448319,30113096
151306.580574,30121764
151306.676219,30128032
151306.800710,30136190
151306.953143,30146180
151307.138987,30158359
151307.310774,30169617
151307.533239,30184197
151307.669750,30193143
151307.812153,30202475
151307.936520,30210626
151308.050964,30218126
151308.174273,30226207
151308.304999,30234774
151308.454930,30244600
151308.686539,30259778
151308.838635,30269746
151308.949261,30276996
151309.066597,30284685
151309.192448,30292933
151309.302750,30300161
151309.405409,30306889
151309.512276,30313893
151309.665236,30323917
151309.905822,30339684
151310.081404,30351191
151310.239255,30361535
151310.376940,30370559
151310.512191,30379422
151310.653300,30388670
151310.787628,30397473
151310.978830,30410003
151311.231229,30426544
151311.387824,30436807
151311.511102,30444886
151311.646064,30453731
151311.751287,30460626
151311.883442,30469287
151312.017357,30478063
151312.231484,30492096
151312.397537,30502978
151312.535960,30512050
151312.671282,30520918
151312.783866,30528296
151312.926734,30537659
151313.077298,30547526
151313.298754,30562040
151313.441065,30571366
151313.559679,30579139
151313.672440,30586529
151313.799382,30594848
151313.927409,30603238
151314.056418,30611693
151314.193078,30620649
151314.327239,30629441
151314.492768,30640289
151314.623111,30648831
151314.733347,30656056
151314.830417,30662417
